Filename,Cluster
173671 - Pierce Washington Consulting.txt,293
140275 - UEAT.io.txt,392
211703 - Portima.txt,343
130826 - AES Corporation.txt,54
210709 - NDA Regulatory Service GmbH.txt,108
142748 - IntelliChief.txt,124
251635 - Stanfield's.txt,14
112047 - Lemon Learning.txt,370
25338 - Hummingbird Technologies.txt,316
136859 - Fingercheck.txt,301
115862 - Amido AB.txt,46
190204 - Touch of Life Technologies.txt,119
200933 - Bursting Silver.txt,321
133099 - Globalstar.txt,369
133757 - Tavour.txt,305
10164 - Proxi.txt,375
176067 - Strategis.txt,147
11655 - Next Kraftwerke GmbH.txt,40
167998 - JobsMedia.txt,426
178328 - CultureFit.txt,331
157599 - VolunteerHub.txt,97
126629 - Munisense.txt,208
191327 - Glu Company.txt,399
158939 - IKUSI.txt,412
211538 - Postnova Analytics.txt,417
141202 - Grio.txt,142
21266 - Clym.txt,155
129239 - Glo.txt,418
134994 - Stratix Corporation.txt,181
234563 - White Pants Agency.txt,174
200299 - Threat Tec.txt,401
132714 - Lender Price.txt,306
199396 - Seneca Holdings.txt,267
114554 - Talis.txt,473
142705 - Ascendum Solutions.txt,333
113685 - AP Sensing.txt,35
191389 - Heitmeyer Consulting.txt,92
150011 - OneMarketData.txt,345
164229 - Canada Health Infoway.txt,363
"180949 - Virtual Tech Gurus, Inc..txt",164
113608 - The Spectator.txt,425
112892 - TenForce.txt,76
192665 - Solera National Bank.txt,266
182885 - Red Arch Solutions.txt,389
119307 - DSIT.txt,52
240425 - American Welding Society.txt,236
12345 - contextflow.txt,83
116061 - Ackcent.txt,390
"177786 - Nexus Technologies, Inc..txt",193
132528 - Rugs USA.txt,244
163994 - Corrisoft.txt,145
161371 - Lightology.txt,100
142883 - CaptureRx.txt,19
161959 - Advanced Medical Reviews.txt,201
23518 - Calipsa.txt,105
130456 - IdeaScale.txt,256
119214 - EBP.txt,463
211703 - Portima.txt,343
22826 - Acurable.txt,475
196458 - Lincoln Electric System.txt,68
136966 - SeaSpine.txt,326
11655 - Next Kraftwerke GmbH.txt,40
137905 - Outlook Amusements.txt,150
121794 - Campion Insurance.txt,15
137763 - mroads.txt,485
105328 - Schrodinger.txt,440
113194 - SONAH GmbH.txt,45
138743 - PGIM Fixed Income.txt,233
109988 - Parkopedia.txt,362
216000 - VISUAL ENGINEERING.txt,247
19609 - Opinion Stage.txt,9
115862 - Amido AB.txt,46
242969 - Rheaume Engineering.txt,200
206217 - PXP Financial.txt,114
111591 - EveryMatrix.txt,71
105144 - Edgewise Therapeutics.txt,172
136336 - TechnoMile.txt,287
139065 - Three Five Two.txt,349
236393 - ATNI.txt,187
209098 - API Group.txt,168
20134 - Secret Double Octopus.txt,117
109855 - Microlise.txt,132
136336 - TechnoMile.txt,287
167719 - Highlight Technologies.txt,303
22341 - MyPocketSkill.txt,207
137843 - Gimmal.txt,451
213337 - Oderland Webbhotell.txt,36
111161 - Zankyou.txt,407
104944 - Tribal Credit.txt,171
145583 - TechBlocks.txt,161
20134 - Secret Double Octopus.txt,117
135041 - Technology Evaluation Centers.txt,476
127141 - Scandio.txt,72
135865 - Create Music Group.txt,275
136016 - Centric Consulting.txt,91
216651 - Winbiz.txt,444
22826 - Acurable.txt,475
176067 - Strategis.txt,147
125805 - ECSPLICITE.txt,393
149221 - Amerisure Insurance.txt,350
136553 - Blue Orange Digital.txt,410
134994 - Stratix Corporation.txt,181
136386 - Rand McNally.txt,133
191327 - Glu Company.txt,399
132114 - TrialCard.txt,408
23503 - TreasurySpring.txt,366
127389 - Immeo.txt,13
155470 - Travelnet Solutions.txt,286
102588 - Urbasolar.txt,433
106365 - Saleor Commerce.txt,313
215374 - Softwarehut.txt,455
17221 - Brigad.txt,462
244404 - ISAM.txt,156
141266 - Free Range Games.txt,29
111161 - Zankyou.txt,407
242969 - Rheaume Engineering.txt,200
162506 - Planit.txt,347
112892 - TenForce.txt,76
182885 - Red Arch Solutions.txt,389
171145 - eVerge Group.txt,234
176475 - The Kenjya-Trusant Group.txt,372
139286 - Montrium.txt,258
250518 - Global Testing.txt,160
135332 - Applied Minds.txt,423
10164 - Proxi.txt,375
153110 - The Key.txt,406
176542 - Vienna Beef.txt,103
139412 - Certified Languages International.txt,89
196458 - Lincoln Electric System.txt,68
167982 - Magna-Power Electronics.txt,348
114554 - Talis.txt,473
18638 - Inovytec.txt,56
191327 - Glu Company.txt,399
113678 - BUFF.txt,297
208736 - twentysix.txt,336
143991 - Credigy Solutions.txt,232
213852 - DCM.txt,118
208072 - GTD.txt,429
139412 - Certified Languages International.txt,89
131051 - Bond Brand Loyalty.txt,320
"155920 - Smith, Bucklin & Associates.txt",61
226952 - emtrion.txt,60
142138 - IDMWorks.txt,179
112415 - JobLogic.txt,458
192187 - Canadian Credit Union Association.txt,102
140732 - MBX Systems.txt,382
12345 - contextflow.txt,83
16310 - Sim&Cure.txt,420
229768 - Saskatchewan Research Council.txt,128
130826 - AES Corporation.txt,54
"147766 - Brownells, Inc..txt",94
111301 - Ascendance Flight Technologies.txt,269
149221 - Amerisure Insurance.txt,350
18820 - GenCell.txt,62
171864 - Pethealth.txt,235
139424 - ChaiOne.txt,324
20267 - MaterialsZone.txt,30
103698 - KAL.txt,368
135041 - Technology Evaluation Centers.txt,476
186504 - Local Wisdom.txt,248
141427 - Healthesystems.txt,483
129016 - AccuWeather.txt,380
118116 - Strategic Imperatives.txt,152
23518 - Calipsa.txt,105
183522 - Translational Drug Development.txt,264
"135240 - Darklight, Inc..txt",220
125639 - XeniT.txt,43
186270 - Corning Museum of Glass.txt,136
18820 - GenCell.txt,62
237802 - Volant Products.txt,21
191182 - Red Valve.txt,0
142138 - IDMWorks.txt,179
"150480 - Proxima Clinical Research, Inc..txt",85
107469 - Giftagram.txt,137
215134 - Sinara.txt,276
109825 - British Land.txt,422
157599 - VolunteerHub.txt,97
106903 - Optina Diagnostics.txt,354
149376 - Chromatic.txt,175
200666 - Streampoint Solutions Inc..txt,290
135041 - Technology Evaluation Centers.txt,476
215854 - Sereneo.txt,454
127409 - Continia Software.txt,270
144054 - Firmatek.txt,405
144553 - Clozd.txt,7
139412 - Certified Languages International.txt,89
15931 - Lydia.txt,468
23518 - Calipsa.txt,105
208072 - GTD.txt,429
141371 - Wanderly.txt,210
190767 - DLZP Group.txt,134
18638 - Inovytec.txt,56
20134 - Secret Double Octopus.txt,117
108644 - Crowdlinker.txt,84
113608 - The Spectator.txt,425
134451 - NaviStone.txt,309
211709 - Navi Partner Kobenhavn.txt,144
156247 - Fortress Building Products.txt,241
107107 - Hardbacon.txt,16
251635 - Stanfield's.txt,14
19609 - Opinion Stage.txt,9
176067 - Strategis.txt,147
207039 - ProspectSoft.txt,182
117073 - Clinical Microbiomics.txt,265
132557 - Candela Medical.txt,376
119307 - DSIT.txt,52
167683 - Hook Agency.txt,154
128981 - Walt Disney Animation Studios.txt,434
167998 - JobsMedia.txt,426
107107 - Hardbacon.txt,16
173740 - LifeWorx.txt,197
136859 - Fingercheck.txt,301
20178 - Air Doctor.txt,146
113116 - Otodo.txt,416
216651 - Winbiz.txt,444
139424 - ChaiOne.txt,324
188650 - Austin Visuals 3D Animation Studio.txt,6
22116 - CoinShares.txt,139
139065 - Three Five Two.txt,349
202846 - Xeratec.txt,307
156878 - Prospect 33.txt,176
141669 - Welbe.txt,196
211703 - Portima.txt,343
15518 - LALALAB (ex Polagram).txt,291
21148 - Konsentus.txt,295
164229 - Canada Health Infoway.txt,363
170846 - TESCRA.txt,351
12516 - Iviso.txt,41
153188 - Invoice Home.txt,358
188650 - Austin Visuals 3D Animation Studio.txt,6
133757 - Tavour.txt,305
104640 - Aliro Technologies.txt,192
204896 - SteelSeries.txt,439
109825 - British Land.txt,422
161999 - TicToc Games.txt,28
23503 - TreasurySpring.txt,366
208502 - Kefron.txt,121
134451 - NaviStone.txt,309
166560 - Avo Photonics.txt,167
112826 - Avantgarde.txt,388
113685 - AP Sensing.txt,35
131656 - Leap Gaming.txt,26
217267 - cdmon.txt,385
109825 - British Land.txt,422
210061 - oXya.txt,400
204840 - Harvey Norman.txt,364
110010 - MetaCompliance.txt,3
242969 - Rheaume Engineering.txt,200
170846 - TESCRA.txt,351
200666 - Streampoint Solutions Inc..txt,290
196193 - Rfid Canada.txt,430
196458 - Lincoln Electric System.txt,68
172292 - nGuard.txt,180
145558 - Janeiro Digital.txt,33
140732 - MBX Systems.txt,382
111301 - Ascendance Flight Technologies.txt,269
119307 - DSIT.txt,52
129497 - Maropost.txt,39
150027 - Squeeze Massage.txt,190
126275 - Xantaro.txt,55
107107 - Hardbacon.txt,16
136140 - Feenics.txt,279
105144 - Edgewise Therapeutics.txt,172
138396 - Canfield Scientific.txt,198
139065 - Three Five Two.txt,349
141669 - Welbe.txt,196
200299 - Threat Tec.txt,401
215134 - Sinara.txt,276
150011 - OneMarketData.txt,345
129844 - BizLibrary.txt,96
149269 - Docufree.txt,112
132114 - TrialCard.txt,408
103520 - Essensium.txt,268
156888 - Applied Visions.txt,296
129386 - TheVentureCity Growth Accelerator.txt,449
22826 - Acurable.txt,475
192187 - Canadian Credit Union Association.txt,102
139424 - ChaiOne.txt,324
121794 - Campion Insurance.txt,15
144553 - Clozd.txt,7
165199 - Jolera.txt,391
142883 - CaptureRx.txt,19
18820 - GenCell.txt,62
157599 - VolunteerHub.txt,97
20267 - MaterialsZone.txt,30
131757 - Apifiny.txt,115
224168 - ALIUSENERGY.txt,224
130645 - simplehuman.txt,245
131061 - Format.txt,281
144553 - Clozd.txt,7
204826 - WorldFirst.txt,271
190293 - IT Pros.txt,403
154873 - Wheelhouse IT.txt,384
113194 - SONAH GmbH.txt,45
154873 - Wheelhouse IT.txt,384
146952 - LiveGauge.txt,48
110571 - AutoRek.txt,189
240408 - Columbia Advisory Group.txt,371
110246 - Stockopedia.txt,365
17318 - SmartPixels.txt,360
11655 - Next Kraftwerke GmbH.txt,40
118034 - Artelys.txt,323
131158 - Fulfil.IO.txt,183
118798 - Yatta.txt,456
129281 - Mindvalley.txt,419
127389 - Immeo.txt,13
130726 - PersonalizationMall.com.txt,177
182885 - Red Arch Solutions.txt,389
120114 - CreditForce.txt,131
128928 - U.S. News & World Report.txt,-1
149302 - RxSafe LLC.txt,214
165737 - GeoStabilization International.txt,99
119307 - DSIT.txt,52
113194 - SONAH GmbH.txt,45
128981 - Walt Disney Animation Studios.txt,434
18397 - himydata.txt,466
210974 - AMIS.txt,225
144054 - Firmatek.txt,405
150011 - OneMarketData.txt,345
21252 - PQShield.txt,435
204896 - SteelSeries.txt,439
135454 - RocketFuel.txt,90
15518 - LALALAB (ex Polagram).txt,291
102588 - Urbasolar.txt,433
145583 - TechBlocks.txt,161
210811 - Katarina.txt,459
118798 - Yatta.txt,456
132305 - Boomerang.txt,81
211709 - Navi Partner Kobenhavn.txt,144
153588 - Pani Energy.txt,127
188650 - Austin Visuals 3D Animation Studio.txt,6
119885 - Tedial.txt,42
135168 - CaseGlide.txt,284
143774 - Quartet FS.txt,1
136966 - SeaSpine.txt,326
151502 - Eventide.txt,278
149757 - The Spice House.txt,104
145558 - Janeiro Digital.txt,33
104944 - Tribal Credit.txt,171
14516 - Amplitude Studios.txt,396
130826 - AES Corporation.txt,54
198141 - North Star Systems.txt,22
136386 - Rand McNally.txt,133
102051 - ISVWorld.txt,158
115268 - Extronics.txt,78
113685 - AP Sensing.txt,35
106903 - Optina Diagnostics.txt,354
102051 - ISVWorld.txt,158
119307 - DSIT.txt,52
106903 - Optina Diagnostics.txt,354
11009 - Ogulo.txt,73
190204 - Touch of Life Technologies.txt,119
14162 - Allo-Media.txt,446
16921 - Get.txt,285
126134 - Neofonie Mobile GmbH.txt,24
154716 - BioDot.txt,249
125639 - XeniT.txt,43
11651 - The Mobility House.txt,69
165145 - BEA Sensors Americas.txt,34
139065 - Three Five Two.txt,349
200666 - Streampoint Solutions Inc..txt,290
154873 - Wheelhouse IT.txt,384
190204 - Touch of Life Technologies.txt,119
123745 - A-Tono.txt,318
11655 - Next Kraftwerke GmbH.txt,40
109855 - Microlise.txt,132
20267 - MaterialsZone.txt,30
176542 - Vienna Beef.txt,103
166560 - Avo Photonics.txt,167
136336 - TechnoMile.txt,287
238143 - Toogood Financial Systems.txt,186
135477 - Pure App.txt,304
237802 - Volant Products.txt,21
10292 - Smart City System.txt,86
150011 - OneMarketData.txt,345
200933 - Bursting Silver.txt,321
155470 - Travelnet Solutions.txt,286
168270 - TurningPoint.txt,239
106987 - CheckSammy.txt,163
210811 - Katarina.txt,459
193817 - RL Canning.txt,361
138396 - Canfield Scientific.txt,198
139775 - Veradigm.txt,240
198141 - North Star Systems.txt,22
18820 - GenCell.txt,62
135369 - EVOTEK.txt,238
111591 - EveryMatrix.txt,71
25333 - Everflow.txt,471
107469 - Giftagram.txt,137
164256 - Mecademic.txt,386
187930 - ESTI Consulting Services.txt,141
190156 - SynGlyphX.txt,394
12516 - Iviso.txt,41
237327 - Bevilacqua Research Corporation.txt,185
115171 - Securecell.txt,53
137395 - ClimateAI.txt,355
157599 - VolunteerHub.txt,97
150011 - OneMarketData.txt,345
111359 - Publitas.com.txt,367
151321 - Cenero.txt,424
108724 - Relay.txt,477
138396 - Canfield Scientific.txt,198
123740 - eDoc solutions AG.txt,77
23465 - Smartr365.txt,335
132166 - SmartAction.txt,122
20354 - Vicarius.txt,-1
177880 - Marstudio.txt,138
130536 - Fastcase.txt,44
155678 - DeLorean.txt,47
14162 - Allo-Media.txt,446
206217 - PXP Financial.txt,114
168370 - AIKIT Digital.txt,340
121794 - Campion Insurance.txt,15
211467 - Seeders.txt,66
110773 - ULTRA.txt,461
172292 - nGuard.txt,180
112826 - Avantgarde.txt,388
133142 - Viafoura.txt,50
129386 - TheVentureCity Growth Accelerator.txt,449
135369 - EVOTEK.txt,238
136519 - Veros.txt,140
152158 - Medicia Corporation.txt,262
153110 - The Key.txt,406
145259 - The Sullivan Group.txt,329
15931 - Lydia.txt,468
146952 - LiveGauge.txt,48
21252 - PQShield.txt,435
110246 - Stockopedia.txt,365
182201 - Noise Digital.txt,337
143741 - geoLOGIC.txt,315
210811 - Katarina.txt,459
165199 - Jolera.txt,391
121177 - Wickham Laboratories.txt,159
105432 - Xometry.txt,481
209098 - API Group.txt,168
137292 - CMX (ComplianceMetrix).txt,194
113194 - SONAH GmbH.txt,45
115048 - iDalko.txt,443
211709 - Navi Partner Kobenhavn.txt,144
116409 - Jarvis Legal.txt,453
188662 - Waltonen Engineering.txt,199
190156 - SynGlyphX.txt,394
141427 - Healthesystems.txt,483
119885 - Tedial.txt,42
139582 - Stream Companies.txt,149
119214 - EBP.txt,463
218129 - bmpi.txt,51
135041 - Technology Evaluation Centers.txt,476
130456 - IdeaScale.txt,256
158939 - IKUSI.txt,412
245780 - Argonics.txt,249
149757 - The Spice House.txt,104
150011 - OneMarketData.txt,345
108117 - Clearpath Robotics.txt,88
182885 - Red Arch Solutions.txt,389
138743 - PGIM Fixed Income.txt,233
153110 - The Key.txt,406
178477 - Cornerstone Technologies International.txt,213
136457 - Mariner.txt,25
187930 - ESTI Consulting Services.txt,141
106365 - Saleor Commerce.txt,313
130645 - simplehuman.txt,245
115268 - Extronics.txt,78
128981 - Walt Disney Animation Studios.txt,434
116918 - Incomedia.txt,330
252187 - Source 360.txt,341
213852 - DCM.txt,118
20134 - Secret Double Octopus.txt,117
193995 - Romet.txt,165
137905 - Outlook Amusements.txt,150
204826 - WorldFirst.txt,271
155678 - DeLorean.txt,47
118798 - Yatta.txt,456
219537 - Alerant.txt,107
132584 - StudentUniverse.txt,209
145869 - Healthcare IT Leaders.txt,251
128928 - U.S. News & World Report.txt,-1
166737 - Teguar Computers.txt,120
131061 - Format.txt,281
18397 - himydata.txt,466
18820 - GenCell.txt,62
119214 - EBP.txt,463
114554 - Talis.txt,473
15074 - New Generation SR.txt,448
190293 - IT Pros.txt,403
212020 - W P N Chameleon.txt,289
158939 - IKUSI.txt,412
171145 - eVerge Group.txt,234
23600 - Good Sixty.txt,217
113899 - Ubiwhere.txt,288
112892 - TenForce.txt,76
226952 - emtrion.txt,60
104448 - Strider.txt,221
112892 - TenForce.txt,76
167683 - Hook Agency.txt,154
168370 - AIKIT Digital.txt,340
171864 - Pethealth.txt,235
137588 - Gradelink.txt,277
188650 - Austin Visuals 3D Animation Studio.txt,6
131208 - Sora.txt,334
116918 - Incomedia.txt,330
141371 - Wanderly.txt,210
138185 - Azazie.txt,222
135041 - Technology Evaluation Centers.txt,476
218252 - Nazaries IT.txt,387
131208 - Sora.txt,334
25331 - Cognism.txt,263
215374 - Softwarehut.txt,455
141143 - Goliath Technologies.txt,292
141202 - Grio.txt,142
207039 - ProspectSoft.txt,182
129497 - Maropost.txt,39
138396 - Canfield Scientific.txt,198
132054 - DocMagic.txt,311
137588 - Gradelink.txt,277
20456 - Wizer.Me.txt,409
140732 - MBX Systems.txt,382
18397 - himydata.txt,466
119307 - DSIT.txt,52
171145 - eVerge Group.txt,234
21872 - Argent.txt,298
137843 - Gimmal.txt,451
117595 - Dive.txt,204
115862 - Amido AB.txt,46
211538 - Postnova Analytics.txt,417
132714 - Lender Price.txt,306
"141085 - Aqueduct Technologies, Inc..txt",431
176067 - Strategis.txt,147
110246 - Stockopedia.txt,365
24585 - Apolitical.txt,478
179891 - CentrAlert.txt,272
139775 - Veradigm.txt,240
10292 - Smart City System.txt,86
126629 - Munisense.txt,208
15931 - Lydia.txt,468
193647 - NexTalk.txt,359
152016 - American Auto Shield.txt,280
115496 - Digpro.txt,32
183170 - Omnimed.Com.txt,450
213184 - Your Golf Travel.txt,438
237802 - Volant Products.txt,21
164496 - TownSuite Municipal Software.txt,261
135865 - Create Music Group.txt,275
252187 - Source 360.txt,341
139724 - The Maze Group.txt,342
110773 - ULTRA.txt,461
191389 - Heitmeyer Consulting.txt,92
142705 - Ascendum Solutions.txt,333
135041 - Technology Evaluation Centers.txt,476
167683 - Hook Agency.txt,154
163534 - Vertic.txt,344
132666 - HoMedics.txt,223
217512 - Klubmodul.txt,17
139286 - Montrium.txt,258
117595 - Dive.txt,204
191182 - Red Valve.txt,0
163534 - Vertic.txt,344
136966 - SeaSpine.txt,326
193995 - Romet.txt,165
165199 - Jolera.txt,391
135477 - Pure App.txt,304
242969 - Rheaume Engineering.txt,200
160722 - MaxLite.txt,250
112415 - JobLogic.txt,458
166974 - The Mice Groups.txt,371
134950 - Wheaton Van Lines.txt,404
182201 - Noise Digital.txt,337
103698 - KAL.txt,368
126629 - Munisense.txt,208
131158 - Fulfil.IO.txt,183
130536 - Fastcase.txt,44
160338 - Kerr Consulting.txt,378
111104 - jacando.txt,59
129386 - TheVentureCity Growth Accelerator.txt,449
136553 - Blue Orange Digital.txt,410
153188 - Invoice Home.txt,358
237802 - Volant Products.txt,21
141371 - Wanderly.txt,210
106227 - Union Realtime LLC.txt,282
115268 - Extronics.txt,78
161252 - Searchbloom.txt,151
206026 - GymBeam.txt,70
251635 - Stanfield's.txt,14
210811 - Katarina.txt,459
114627 - Claromentis.txt,317
250518 - Global Testing.txt,160
211703 - Portima.txt,343
110876 - Ascom Holding.txt,8
186504 - Local Wisdom.txt,248
139725 - Innovecs.txt,470
182885 - Red Arch Solutions.txt,389
127141 - Scandio.txt,72
105328 - Schrodinger.txt,440
115268 - Extronics.txt,78
135041 - Technology Evaluation Centers.txt,476
242969 - Rheaume Engineering.txt,200
136966 - SeaSpine.txt,326
135369 - EVOTEK.txt,238
16921 - Get.txt,285
133757 - Tavour.txt,305
134451 - NaviStone.txt,309
125805 - ECSPLICITE.txt,393
16130 - Shotgun.txt,95
166737 - Teguar Computers.txt,120
224152 - Paranor AG.txt,65
127409 - Continia Software.txt,270
237802 - Volant Products.txt,21
"161519 - Midrex Technologies, Inc..txt",129
112542 - ITinSell.txt,457
136966 - SeaSpine.txt,326
143774 - Quartet FS.txt,1
204826 - WorldFirst.txt,271
143741 - geoLOGIC.txt,315
139582 - Stream Companies.txt,149
115862 - Amido AB.txt,46
104944 - Tribal Credit.txt,171
145784 - Dorado Software.txt,203
136386 - Rand McNally.txt,133
136556 - Computronix.txt,472
129065 - BARK.txt,5
21266 - Clym.txt,155
139564 - dpi.txt,377
222231 - MondayCoffee.txt,64
11009 - Ogulo.txt,73
237327 - Bevilacqua Research Corporation.txt,185
117090 - Actonomy.txt,126
213337 - Oderland Webbhotell.txt,36
110010 - MetaCompliance.txt,3
109867 - Orolia.txt,428
190919 - Brady Services.txt,162
"157957 - Cambridge Investment Research, Inc..txt",437
20134 - Secret Double Octopus.txt,117
237327 - Bevilacqua Research Corporation.txt,185
139412 - Certified Languages International.txt,89
136556 - Computronix.txt,472
168201 - Grindstone.txt,111
107056 - Locketgo.txt,283
142705 - Ascendum Solutions.txt,333
119307 - DSIT.txt,52
16310 - Sim&Cure.txt,420
139564 - dpi.txt,377
136966 - SeaSpine.txt,326
150011 - OneMarketData.txt,345
128139 - CBrain.txt,12
127409 - Continia Software.txt,270
129281 - Mindvalley.txt,419
135863 - Yasso.txt,27
208072 - GTD.txt,429
110010 - MetaCompliance.txt,3
132714 - Lender Price.txt,306
117747 - E-Drive Technology.txt,23
117073 - Clinical Microbiomics.txt,265
133757 - Tavour.txt,305
161999 - TicToc Games.txt,28
213184 - Your Golf Travel.txt,438
132526 - ETF.com.txt,398
149302 - RxSafe LLC.txt,214
192187 - Canadian Credit Union Association.txt,102
116061 - Ackcent.txt,390
135454 - RocketFuel.txt,90
109855 - Microlise.txt,132
111340 - Centra.txt,442
128981 - Walt Disney Animation Studios.txt,434
17221 - Brigad.txt,462
106987 - CheckSammy.txt,163
106903 - Optina Diagnostics.txt,354
217267 - cdmon.txt,385
105137 - Icosavax.txt,260
109867 - Orolia.txt,428
148622 - ProVest LLC.txt,464
121177 - Wickham Laboratories.txt,159
18246 - Upflow.txt,113
130536 - Fastcase.txt,44
135913 - Alaka'i.txt,63
152016 - American Auto Shield.txt,280
128139 - CBrain.txt,12
126234 - Bristan.txt,352
215374 - Softwarehut.txt,455
206026 - GymBeam.txt,70
139564 - dpi.txt,377
"161519 - Midrex Technologies, Inc..txt",129
134631 - Folio3 Software.txt,273
121794 - Campion Insurance.txt,15
129239 - Glo.txt,418
134621 - Azion.txt,205
158609 - AVT Simulation.txt,474
105144 - Edgewise Therapeutics.txt,172
197646 - Steel Reef Infrastructure.txt,130
113203 - WIRIS.txt,395
153703 - Policy Reporter.txt,170
19609 - Opinion Stage.txt,9
142748 - IntelliChief.txt,124
202846 - Xeratec.txt,307
18368 - Murfy.txt,467
232290 - Quadrint.txt,469
19656 - Sensority.txt,58
136703 - Avid Biosciences.txt,254
117595 - Dive.txt,204
182201 - Noise Digital.txt,337
128877 - LastPass.txt,373
139724 - The Maze Group.txt,342
224273 - Tachodata.txt,18
134865 - DocuPhase.txt,125
146952 - LiveGauge.txt,48
145583 - TechBlocks.txt,161
205166 - PayZen.txt,188
154716 - BioDot.txt,249
24686 - OutThink.txt,436
22116 - CoinShares.txt,139
168149 - Bioinformatics Solutions Inc.txt,110
137588 - Gradelink.txt,277
113899 - Ubiwhere.txt,288
131061 - Format.txt,281
232290 - Quadrint.txt,469
135477 - Pure App.txt,304
156878 - Prospect 33.txt,176
15074 - New Generation SR.txt,448
193647 - NexTalk.txt,359
150232 - X by 2.txt,252
139424 - ChaiOne.txt,324
215374 - Softwarehut.txt,455
127409 - Continia Software.txt,270
154651 - Examine.txt,11
146952 - LiveGauge.txt,48
183522 - Translational Drug Development.txt,264
21148 - Konsentus.txt,295
106227 - Union Realtime LLC.txt,282
113116 - Otodo.txt,416
153703 - Policy Reporter.txt,170
103520 - Essensium.txt,268
130536 - Fastcase.txt,44
137843 - Gimmal.txt,451
153110 - The Key.txt,406
234563 - White Pants Agency.txt,174
130826 - AES Corporation.txt,54
224168 - ALIUSENERGY.txt,224
143991 - Credigy Solutions.txt,232
136386 - Rand McNally.txt,133
112415 - JobLogic.txt,458
107360 - Artscape.txt,4
22341 - MyPocketSkill.txt,207
107360 - Artscape.txt,4
168270 - TurningPoint.txt,239
207039 - ProspectSoft.txt,182
10292 - Smart City System.txt,86
108644 - Crowdlinker.txt,84
249128 - Think Shift.txt,346
102051 - ISVWorld.txt,158
162247 - Acromove.txt,206
144553 - Clozd.txt,7
22116 - CoinShares.txt,139
18820 - GenCell.txt,62
210061 - oXya.txt,400
140732 - MBX Systems.txt,382
186504 - Local Wisdom.txt,248
149757 - The Spice House.txt,104
210709 - NDA Regulatory Service GmbH.txt,108
106227 - Union Realtime LLC.txt,282
150011 - OneMarketData.txt,345
217512 - Klubmodul.txt,17
134994 - Stratix Corporation.txt,181
106903 - Optina Diagnostics.txt,354
141143 - Goliath Technologies.txt,292
210297 - Trymax.txt,93
215854 - Sereneo.txt,454
138743 - PGIM Fixed Income.txt,233
108644 - Crowdlinker.txt,84
182201 - Noise Digital.txt,337
102173 - MyBuilder.txt,202
135865 - Create Music Group.txt,275
166737 - Teguar Computers.txt,120
136966 - SeaSpine.txt,326
21266 - Clym.txt,155
129497 - Maropost.txt,39
110246 - Stockopedia.txt,365
137395 - ClimateAI.txt,355
145558 - Janeiro Digital.txt,33
130525 - MGM Studios.txt,482
153703 - Policy Reporter.txt,170
126134 - Neofonie Mobile GmbH.txt,24
136703 - Avid Biosciences.txt,254
113203 - WIRIS.txt,395
209880 - Koninklijke De Kuyper.txt,173
211703 - Portima.txt,343
139412 - Certified Languages International.txt,89
151914 - List Biological Laboratories.txt,255
219537 - Alerant.txt,107
208736 - twentysix.txt,336
194759 - Zel Technologies.txt,479
129882 - Alexa.com.txt,484
106227 - Union Realtime LLC.txt,282
236393 - ATNI.txt,187
139412 - Certified Languages International.txt,89
114627 - Claromentis.txt,317
139725 - Innovecs.txt,470
139065 - Three Five Two.txt,349
106546 - Miovision Technologies.txt,310
188662 - Waltonen Engineering.txt,199
110862 - zkipster.txt,229
160338 - Kerr Consulting.txt,378
139124 - Kodiak.txt,427
185681 - Power System Engineering.txt,67
172832 - LTVPlus.txt,300
164458 - Software Next Door.txt,452
146952 - LiveGauge.txt,48
23518 - Calipsa.txt,105
172292 - nGuard.txt,180
114188 - PeopleCert.txt,246
107469 - Giftagram.txt,137
142883 - CaptureRx.txt,19
198141 - North Star Systems.txt,22
"155920 - Smith, Bucklin & Associates.txt",61
107360 - Artscape.txt,4
109376 - congatec.txt,109
136553 - Blue Orange Digital.txt,410
210974 - AMIS.txt,225
123745 - A-Tono.txt,318
187930 - ESTI Consulting Services.txt,141
139582 - Stream Companies.txt,149
240425 - American Welding Society.txt,236
151437 - Caveon.txt,157
118116 - Strategic Imperatives.txt,152
152158 - Medicia Corporation.txt,262
20267 - MaterialsZone.txt,30
140275 - UEAT.io.txt,392
102173 - MyBuilder.txt,202
134631 - Folio3 Software.txt,273
163994 - Corrisoft.txt,145
194759 - Zel Technologies.txt,479
20178 - Air Doctor.txt,146
106227 - Union Realtime LLC.txt,282
215585 - Gubra.txt,228
138396 - Canfield Scientific.txt,198
161252 - Searchbloom.txt,151
149302 - RxSafe LLC.txt,214
118034 - Artelys.txt,323
"155920 - Smith, Bucklin & Associates.txt",61
21872 - Argent.txt,298
"157957 - Cambridge Investment Research, Inc..txt",437
163994 - Corrisoft.txt,145
128139 - CBrain.txt,12
118116 - Strategic Imperatives.txt,152
218252 - Nazaries IT.txt,387
132557 - Candela Medical.txt,376
145558 - Janeiro Digital.txt,33
210061 - oXya.txt,400
238143 - Toogood Financial Systems.txt,186
242969 - Rheaume Engineering.txt,200
176475 - The Kenjya-Trusant Group.txt,372
112864 - Geeks.txt,397
129686 - San Diego Padres.txt,257
104640 - Aliro Technologies.txt,192
218252 - Nazaries IT.txt,387
162247 - Acromove.txt,206
201800 - Computer System Innovations.txt,230
139775 - Veradigm.txt,240
